FluorCam7 Kinetics Export File
-----------------------------------
[us]	[°C]	B1	A3	C3	C2	C1	D3	D2	D1	C4	C5	C6	D4	D5	D6	B5	B6	A4	A5	A6	E1	F5	E5	E6	F1	F2	E2	E3	F3	E4	F4	B2	A1	A2	B3	B4
2220020000	49.68	64.598	62.257	134.179	140.538	120.556	110.291	90.085	107.684	118.786	83.948	90.564	127.034	104.812	117.308	99.709	82.887	66.708	58.973	44.545	118.359	114.095	144.880	108.615	117.043	190.521	134.316	150.197	164.615	163.727	152.624	74.073	70.009	68.092	64.433	73.539
2220060000	49.68	61.161	60.398	137.085	138.974	116.991	113.333	90.487	111.803	122.333	86.431	93.795	128.641	107.897	123.137	99.513	82.522	66.646	59.345	46.535	125.641	118.750	137.923	112.470	118.880	184.735	134.632	156.154	165.179	165.675	150.872	77.309	68.149	62.605	71.000	70.667
2220100000	49.69	62.705	68.602	132.299	145.667	115.786	116.017	94.385	107.051	118.085	80.190	96.949	130.393	111.726	122.786	102.838	80.052	62.531	61.627	48.677	119.171	123.371	148.017	109.803	124.838	185.291	133.214	153.974	163.504	168.273	149.068	74.564	70.877	64.750	66.716	72.373
2220140000	49.69	62.223	58.204	132.068	139.017	117.598	112.077	93.573	108.419	111.376	80.405	96.573	124.966	111.333	117.915	93.761	79.757	61.681	58.027	46.465	115.889	114.284	141.675	113.564	128.000	177.436	130.051	147.846	162.709	162.444	148.573	73.209	70.491	59.145	70.104	71.833
2220180000	49.69	60.527	66.814	137.051	139.308	119.009	106.573	95.274	105.521	120.983	82.509	92.487	130.983	112.667	120.462	100.991	74.304	61.850	62.509	37.394	117.573	119.379	146.077	106.342	121.350	182.385	134.256	146.863	164.761	163.855	153.342	74.100	70.807	60.395	60.955	72.971
2250020000	50.02	62.625	63.239	145.197	142.684	121.872	110.342	99.812	120.855	124.231	81.836	102.487	129.521	109.795	124.581	103.239	87.174	69.009	57.591	52.273	123.137	126.379	142.590	114.530	119.735	193.333	141.769	163.709	177.556	175.333	155.709	79.436	71.614	60.750	56.403	76.422
2250060000	50.02	64.420	67.540	138.205	142.530	114.692	109.573	99.624	115.538	126.051	86.000	97.359	131.137	112.171	118.504	101.350	83.470	63.956	60.464	44.465	114.632	124.931	153.658	114.735	124.410	193.641	145.359	160.205	165.709	185.000	159.094	76.000	67.386	65.434	62.433	75.608
2250100000	50.02	64.161	62.867	140.333	143.547	117.718	107.701	95.026	117.342	129.128	81.224	96.162	133.162	108.598	123.009	104.128	82.017	63.982	58.745	44.929	125.077	126.483	143.299	110.359	120.795	196.316	138.239	156.769	171.513	179.829	159.846	73.109	72.211	66.447	60.731	70.353
2250140000	50.02	64.562	65.168	134.778	145.778	121.359	112.735	95.402	113.436	124.051	88.440	99.684	132.299	115.496	122.949	99.368	81.270	66.504	57.545	47.697	121.034	125.043	147.034	114.017	123.470	195.171	142.197	163.744	169.590	178.829	158.479	74.091	65.649	67.737	61.657	76.039
2250180000	50.02	58.045	61.434	140.026	143.932	118.359	105.068	93.214	112.590	126.538	87.147	98.718	132.855	113.889	121.034	102.060	84.539	67.593	60.473	41.384	121.863	125.586	146.359	114.239	117.650	197.291	141.752	158.256	173.632	180.205	160.727	74.018	70.772	63.605	57.119	75.206
2280020000	50.36	67.000	61.265	138.727	147.162	118.667	107.829	96.726	128.017	132.103	91.336	100.385	127.940	113.949	122.385	105.368	91.409	66.628	55.509	46.828	126.444	131.845	147.094	125.786	126.214	206.504	151.188	170.504	183.026	192.855	166.812	75.709	73.623	58.711	58.194	77.353
2280060000	50.36	66.812	68.381	140.137	150.265	124.325	107.214	94.179	121.590	129.932	83.052	98.154	130.009	106.265	125.325	106.624	86.183	67.504	58.164	43.232	125.444	129.741	150.675	121.778	122.915	194.838	145.342	171.111	181.709	189.949	169.214	70.318	66.711	65.000	67.881	74.980
2280100000	50.36	63.884	60.451	135.470	151.889	122.581	107.607	96.385	124.171	132.590	87.526	95.889	131.701	107.974	125.615	104.872	88.096	65.177	60.218	43.859	130.128	125.009	149.214	126.154	128.521	198.573	155.940	169.009	181.256	189.359	163.752	72.736	73.965	63.105	66.119	74.059
2280140000	50.36	66.955	62.097	137.632	145.803	116.462	103.949	99.248	124.581	133.761	86.181	103.556	132.239	121.769	121.624	105.564	91.130	66.150	64.427	44.848	132.162	133.267	152.034	122.120	126.778	202.949	150.402	169.427	186.556	196.325	167.974	76.191	71.781	63.921	67.164	68.343
2280180000	50.37	62.464	59.319	141.103	149.923	123.872	109.983	100.872	123.897	134.427	85.276	101.256	125.530	112.803	123.350	104.803	87.948	63.894	57.455	45.040	130.137	127.543	149.085	124.632	131.308	203.368	149.812	171.017	183.915	193.752	168.444	74.818	72.193	66.776	62.672	75.392
2310020000	50.70	65.598	61.451	144.188	157.436	126.778	112.735	106.171	126.590	145.769	92.698	107.641	139.863	119.744	129.530	113.265	90.183	69.885	64.100	45.081	129.906	140.000	160.273	129.727	131.496	198.590	166.111	182.556	191.188	214.162	178.085	72.182	66.018	64.316	62.045	73.480
2310060000	50.70	63.812	63.354	144.966	154.991	126.205	111.513	97.991	132.692	140.436	96.922	101.718	134.684	117.658	124.034	110.231	92.835	67.248	65.900	43.737	129.162	139.216	147.641	134.718	130.222	201.607	165.179	176.197	204.812	205.675	184.803	75.027	69.570	68.974	59.507	77.098
2310100000	50.70	63.884	64.381	141.547	158.077	130.094	108.299	99.897	127.974	143.359	95.422	104.214	138.479	119.573	129.974	111.855	88.070	71.735	64.691	46.606	129.393	142.466	151.650	133.701	128.872	210.051	166.547	180.863	197.556	210.316	179.282	79.500	74.816	73.197	68.269	74.284
2310140000	50.70	63.509	66.416	141.786	149.530	121.359	114.701	100.821	134.641	140.846	91.121	109.359	137.325	122.154	128.538	114.855	91.496	68.920	58.245	45.768	129.265	139.267	156.282	129.735	128.727	201.291	158.872	179.889	200.103	210.145	172.641	78.455	70.754	67.645	65.881	74.853
2310180000	50.70	64.312	65.956	143.727	151.273	125.513	106.974	106.803	131.658	147.179	90.371	105.983	134.590	118.855	129.538	107.111	92.443	67.115	60.309	43.626	128.675	142.828	155.590	127.974	132.265	203.111	167.615	183.590	199.915	214.923	175.778	78.145	69.439	67.211	63.537	73.696
2340020000	51.03	62.429	71.735	147.897	155.368	122.752	116.359	106.846	140.709	145.880	103.216	114.641	136.487	123.274	132.171	119.274	102.078	77.097	61.373	49.313	135.402	151.733	162.615	141.957	143.017	199.838	179.325	197.957	203.974	227.786	190.470	79.327	76.404	67.039	67.403	79.667
2340060000	51.04	67.536	72.195	148.761	158.333	132.427	123.188	104.632	131.231	153.632	94.198	108.034	141.863	117.274	136.607	115.444	99.783	71.894	61.809	44.586	128.470	141.086	154.171	136.915	133.513	197.812	179.273	189.513	206.333	231.222	189.496	81.236	75.895	69.382	65.418	77.873
2340100000	51.04	64.134	65.690	146.974	156.205	131.462	117.248	110.427	141.923	154.957	103.526	108.855	143.692	120.222	131.479	116.256	94.817	76.681	59.009	48.232	135.615	139.543	160.803	139.829	138.846	201.727	176.624	191.607	209.179	223.897	186.846	79.591	78.114	70.829	62.672	80.863
2340140000	51.04	67.652	66.549	145.308	156.581	136.487	112.863	99.932	132.316	156.128	94.578	109.000	140.479	117.821	137.675	119.923	94.617	72.301	55.082	43.424	133.581	144.871	158.376	138.162	136.530	198.598	182.872	196.957	214.043	222.735	189.350	76.927	71.456	74.026	72.463	72.961
2340180000	51.04	63.723	64.416	145.957	159.829	130.333	115.812	106.179	134.350	154.051	99.172	110.342	139.991	122.103	139.667	115.632	98.835	77.062	61.864	46.556	132.829	142.638	164.145	142.009	134.479	202.479	177.077	191.214	203.376	227.265	185.068	74.255	82.096	70.303	66.030	77.461
2370020000	51.36	72.339	64.549	151.496	159.137	136.983	116.581	112.077	146.504	164.453	110.655	119.368	145.282	125.162	138.120	126.692	105.530	80.265	61.182	50.202	135.077	151.198	168.829	151.496	144.752	199.752	193.256	199.513	222.547	239.060	199.761	83.182	81.482	70.092	70.284	83.510
2370060000	51.36	63.705	66.159	157.393	159.897	130.966	115.607	110.316	142.504	165.487	103.672	120.863	141.795	117.573	137.316	124.966	104.165	76.637	69.027	45.040	138.974	151.569	160.761	146.966	142.188	199.718	187.556	194.983	220.419	233.350	199.197	82.709	76.272	72.934	64.149	84.225
2370100000	51.36	64.482	73.903	156.547	165.103	136.863	113.171	108.735	145.026	157.932	98.957	112.957	145.410	117.427	137.752	127.692	102.243	76.168	64.245	45.475	141.299	147.181	160.436	145.744	147.385	200.590	199.034	200.923	219.504	232.068	201.675	82.709	81.632	74.776	63.000	81.000
2370140000	51.36	69.884	70.717	150.718	163.727	133.701	114.915	110.598	141.735	166.385	104.707	118.282	146.273	123.607	137.718	115.744	104.843	77.788	60.127	42.374	139.308	149.353	165.479	146.376	149.556	194.598	193.615	191.325	218.060	233.410	199.120	81.055	80.386	69.039	64.045	86.255
2370180000	51.36	68.321	74.708	159.291	163.205	135.684	109.556	108.342	139.214	165.880	105.474	121.299	145.795	125.872	134.504	123.769	102.922	73.965	66.045	43.626	134.299	147.966	164.607	144.359	144.897	201.778	192.427	187.684	227.436	239.803	199.103	83.255	80.123	69.987	62.343	83.490
2400020000	51.70	70.955	74.009	164.538	176.838	153.171	116.846	119.923	152.496	172.863	107.500	126.641	141.846	124.496	141.701	126.761	107.930	81.956	68.045	46.101	146.496	154.638	174.214	159.650	157.983	215.171	207.419	201.137	233.291	250.769	224.607	81.373	78.947	81.539	65.328	83.020
2400060000	51.70	71.107	74.053	164.111	172.812	150.863	110.308	112.248	155.154	173.658	107.595	123.803	141.752	120.581	138.436	129.761	104.009	87.212	67.782	46.818	149.188	155.086	177.308	156.675	159.735	208.282	212.598	197.949	233.154	242.598	214.085	87.782	80.868	77.211	61.552	82.284
2400100000	51.70	77.330	70.168	163.487	168.222	151.675	113.402	118.795	151.838	172.598	111.922	129.632	146.137	123.496	136.598	130.590	109.443	84.009	70.427	47.697	149.214	156.267	169.085	159.171	157.154	207.940	209.974	198.308	236.479	240.068	223.538	83.873	80.439	80.645	61.433	82.794
2400140000	51.70	67.884	69.920	168.273	177.291	156.137	113.829	116.684	157.812	173.812	109.017	125.350	145.675	127.821	135.521	127.838	101.757	81.823	64.564	42.960	142.137	157.638	168.197	158.598	151.513	215.034	211.556	201.521	235.692	240.547	222.444	82.673	78.772	72.316	71.343	86.951
2400180000	51.70	78.750	71.619	159.470	174.179	155.504	114.855	117.701	162.521	171.761	113.914	127.265	148.342	123.821	139.197	126.581	106.591	79.150	66.400	48.505	142.273	159.569	168.359	160.803	155.718	216.419	212.658	205.308	229.231	244.333	224.308	80.109	85.000	77.329	67.104	87.422
2430020000	52.04	75.348	68.540	182.453	181.316	159.000	114.675	122.769	161.786	179.658	121.310	139.137	151.060	125.111	141.598	138.735	109.478	81.788	70.409	46.162	142.444	162.483	182.872	170.538	161.829	217.393	219.744	208.026	254.256	245.103	236.632	83.164	84.088	79.934	62.761	92.127
2430060000	52.04	76.179	75.681	187.359	183.846	161.966	112.222	127.000	163.231	182.513	119.336	142.632	152.145	123.350	142.846	137.043	115.522	82.239	71.082	48.020	148.521	166.897	178.231	174.462	168.821	222.325	223.145	211.410	253.470	243.385	230.427	82.691	81.921	76.526	64.731	83.422
2430100000	52.04	73.759	70.363	178.273	185.966	162.299	110.855	126.803	159.333	181.949	119.440	131.444	144.786	128.974	138.325	132.658	115.835	80.982	67.227	46.000	139.684	167.836	176.684	169.128	166.239	221.368	215.812	213.752	253.051	245.350	233.538	87.355	81.386	80.421	65.567	88.343
2430140000	52.04	75.562	78.743	173.017	180.701	163.359	115.795	132.932	163.265	174.615	124.621	134.556	149.043	121.667	142.085	132.427	111.122	83.372	66.782	47.465	148.462	169.862	175.735	167.325	173.444	224.487	214.282	207.761	259.111	248.462	229.940	87.800	86.746	83.368	60.433	84.833
2430180000	52.04	75.134	75.531	178.966	177.974	161.077	116.436	130.641	155.786	182.034	118.112	128.846	152.308	125.752	138.658	131.462	114.896	85.876	69.427	50.869	144.179	166.078	179.966	164.171	169.487	225.932	218.094	211.128	252.239	251.077	238.829	85.018	85.816	78.474	66.851	93.235
2460020000	52.36	79.107	81.257	199.188	191.530	175.778	119.137	142.607	177.393	189.803	128.879	150.504	154.650	130.376	133.521	136.299	117.452	87.274	74.718	49.606	152.906	177.224	184.701	176.462	178.359	240.273	231.727	207.829	264.761	248.034	252.009	98.545	83.649	83.395	66.463	96.127
2460060000	52.36	75.330	77.434	192.855	190.718	170.171	116.043	136.915	176.256	188.034	124.879	146.786	154.265	129.085	138.077	143.077	113.722	88.522	82.264	46.030	147.897	172.172	184.709	181.812	172.333	236.658	229.085	207.701	265.872	244.632	252.991	93.091	83.447	78.921	63.045	99.206
2460100000	52.36	82.259	78.504	197.470	188.333	176.145	121.701	136.974	173.120	186.248	123.621	144.128	153.162	129.940	137.393	135.778	121.626	90.796	71.109	46.929	150.923	175.009	182.342	184.462	176.872	242.308	238.077	208.043	265.923	247.419	254.906	97.073	81.544	86.382	64.134	91.765
2460140000	52.36	77.179	81.699	197.556	191.556	170.231	115.453	136.316	178.829	188.872	121.483	150.273	146.658	125.744	144.462	141.735	120.017	90.133	69.645	45.525	149.350	173.379	183.325	182.017	176.103	233.632	231.333	202.915	265.795	243.547	248.949	95.482	85.351	83.342	66.910	97.765
2460180000	52.36	81.339	77.655	202.513	194.368	173.462	118.111	141.564	171.983	193.359	127.216	146.171	157.068	126.957	143.248	138.966	121.583	88.735	70.964	43.808	150.718	175.207	176.479	177.171	182.880	235.538	233.462	207.752	268.000	245.846	253.667	91.782	86.105	80.026	69.493	96.912
2490020000	52.69	82.375	82.398	208.410	205.034	184.863	127.863	153.581	191.812	200.282	131.293	152.872	157.231	130.427	134.162	155.479	122.887	95.681	78.891	46.293	155.675	176.957	187.188	184.137	179.744	252.214	243.359	210.393	287.205	251.752	269.915	101.809	83.000	91.132	71.149	98.892
2490060000	52.69	82.214	77.549	210.462	203.607	182.120	125.470	149.265	186.393	204.376	143.284	151.769	159.017	130.735	145.530	154.154	127.017	96.991	73.727	45.646	147.880	185.121	196.556	182.906	181.299	258.291	235.538	208.111	282.803	251.650	261.120	89.082	83.930	86.908	66.806	101.853
2490100000	52.69	88.938	75.442	202.991	202.692	183.026	125.803	147.043	186.752	198.658	138.595	155.085	150.675	137.111	139.880	154.000	121.383	94.655	76.709	48.384	156.068	180.655	188.744	177.538	185.829	255.795	236.111	211.179	282.521	249.769	261.940	98.582	89.886	88.934	68.060	100.853
2490140000	52.69	76.661	79.531	212.744	206.846	174.641	124.829	149.795	184.231	203.068	133.371	154.556	158.154	131.410	141.111	148.744	113.470	95.354	77.255	48.485	152.949	178.138	192.590	178.111	178.342	252.214	229.880	207.128	285.538	251.085	263.538	94.300	83.298	87.132	68.418	99.186
2490180000	52.69	81.000	81.115	211.718	203.291	185.897	127.615	139.513	189.949	205.974	138.828	158.855	157.026	134.880	142.154	156.521	120.026	97.000	75.173	47.051	156.239	186.759	192.675	193.120	178.368	257.521	232.513	205.838	286.009	254.316	275.248	101.273	88.114	92.789	76.806	99.206
2520020000	53.03	90.348	84.442	223.171	218.368	188.709	132.197	156.145	193.043	198.812	148.181	170.530	157.051	137.590	153.615	165.667	131.409	102.566	83.509	50.899	160.530	186.845	208.026	198.154	200.761	273.000	237.778	209.932	293.957	251.342	275.684	107.882	92.693	96.434	70.851	103.029
2520060000	53.03	86.339	86.000	215.675	214.043	190.735	126.308	159.368	194.333	206.214	144.371	163.316	158.060	133.940	150.564	157.419	129.383	105.673	87.845	56.030	163.342	187.172	212.564	190.393	198.607	265.564	239.393	207.188	287.111	252.598	280.991	109.855	85.754	94.763	72.791	106.196
2520100000	53.03	88.250	84.814	216.427	215.650	190.829	133.880	161.043	190.530	203.718	150.543	164.513	157.573	137.419	155.350	165.487	128.704	96.805	85.645	50.465	166.410	187.095	203.385	190.632	195.479	262.026	242.470	209.915	289.496	246.094	280.795	106.391	87.386	91.237	73.493	106.686
2520140000	53.03	87.670	81.743	224.598	214.846	187.632	127.983	153.872	194.829	208.692	153.466	168.727	154.368	139.128	159.393	158.803	131.096	101.522	89.173	46.182	159.897	186.526	207.513	195.017	198.162	265.744	233.786	212.000	286.735	250.966	274.718	109.309	84.895	90.776	77.269	106.990
2520180000	53.03	88.902	85.487	215.393	215.735	187.701	128.581	158.684	192.077	202.009	148.293	158.564	152.667	137.718	157.675	157.179	126.070	101.434	81.227	52.859	157.231	184.784	210.991	190.778	199.273	270.436	239.812	207.103	288.957	250.128	279.718	109.155	88.254	88.908	70.507	102.422
2550020000	53.36	93.911	85.000	235.000	221.744	191.974	121.632	176.094	195.838	208.188	160.862	173.778	161.197	146.932	159.504	170.248	141.748	109.301	91.500	53.394	162.983	200.690	206.932	198.692	195.718	270.727	239.026	209.171	308.872	253.342	293.701	114.127	95.044	101.013	87.567	117.471
2550060000	53.36	92.982	85.708	226.598	221.966	188.667	118.838	175.026	195.436	201.821	165.543	181.410	160.068	143.239	153.162	169.889	131.635	109.389	93.573	55.485	171.581	202.966	211.803	197.273	204.650	263.735	236.624	204.923	292.256	249.436	289.333	119.673	95.351	94.592	80.448	108.353
2550100000	53.36	99.911	84.159	239.974	222.829	189.111	122.821	175.829	200.624	201.573	158.172	166.684	167.974	144.991	160.701	173.188	133.035	107.726	84.500	51.737	167.855	192.190	207.547	187.590	198.171	270.556	245.436	205.120	301.709	253.932	291.077	119.336	98.193	97.526	84.761	115.127
2550140000	53.37	98.527	85.363	231.000	224.615	201.829	120.214	179.838	195.462	208.752	161.026	175.444	160.256	137.162	158.256	170.231	139.435	106.115	88.627	56.253	164.778	204.422	206.718	192.453	198.684	269.598	242.735	204.009	298.752	251.615	283.812	113.882	92.325	101.461	81.731	107.304
2550180000	53.37	99.080	87.027	223.821	218.231	191.658	120.359	170.803	197.701	200.256	159.336	173.718	153.427	143.923	160.034	170.222	139.043	108.805	85.173	56.141	168.675	203.586	210.769	198.282	200.658	268.821	242.906	200.333	296.239	255.222	292.778	116.773	98.623	99.605	84.179	112.000
2580020000	53.70	102.196	93.982	239.684	223.641	191.273	129.709	190.444	191.556	200.940	176.845	188.017	162.350	155.256	159.444	173.342	140.261	111.752	98.109	63.152	171.581	211.474	214.154	193.265	205.103	279.684	241.786	202.333	286.342	248.846	295.273	124.509	108.868	106.539	92.582	123.029
2580060000	53.70	108.804	98.496	238.581	219.761	196.205	122.573	183.342	198.513	204.128	168.836	178.504	163.410	154.641	154.103	176.026	144.009	120.133	97.836	57.131	167.974	209.293	204.410	193.667	204.282	272.111	238.701	198.068	294.744	252.205	297.273	123.945	106.158	102.500	85.597	128.941
2580100000	53.70	102.893	98.088	234.940	228.128	197.308	123.889	183.419	197.308	204.436	171.026	180.154	168.812	149.017	162.453	179.658	148.261	111.265	97.209	63.152	165.983	208.638	212.368	191.273	201.838	267.607	243.162	202.145	293.026	252.872	289.573	123.418	107.561	102.632	83.597	115.804
2580140000	53.70	104.705	94.929	237.658	229.932	199.154	127.333	180.795	198.291	203.188	174.552	183.838	165.162	150.462	158.470	171.538	142.774	118.150	95.745	58.000	162.590	212.078	209.085	198.487	202.821	272.162	237.205	203.778	288.752	252.385	292.487	126.573	108.360	109.329	93.373	125.441
2580180000	53.70	104.625	91.531	230.769	226.735	195.897	122.624	183.624	194.248	201.402	169.983	176.205	164.744	153.530	157.769	176.128	147.678	117.929	96.518	52.616	168.949	204.284	210.684	192.479	204.239	271.727	238.684	200.085	282.325	245.248	289.470	123.645	107.175	109.842	93.806	123.382
2610020000	54.04	109.393	111.327	237.846	231.009	195.872	128.795	193.675	196.786	207.590	179.086	187.128	169.906	162.051	160.333	179.479	151.652	125.345	105.955	68.071	175.154	216.500	212.701	190.778	201.188	280.983	234.368	195.940	285.128	254.453	302.889	138.382	108.342	109.842	94.299	143.559
2610060000	54.04	113.286	108.354	236.752	230.393	196.231	128.624	192.453	193.222	208.060	170.422	185.479	177.709	159.325	157.026	177.282	141.896	123.416	108.700	62.808	169.368	213.379	210.855	191.556	205.137	285.915	237.641	193.564	292.291	251.043	300.214	132.745	103.175	114.434	95.701	136.980
2610100000	54.04	112.232	102.434	236.803	222.538	201.701	125.538	192.197	196.368	202.291	174.698	187.684	167.419	163.308	165.838	177.342	147.383	120.903	105.182	67.798	176.137	212.612	210.940	191.932	198.077	279.598	234.265	197.889	286.103	252.735	294.060	137.327	104.202	99.934	104.791	137.333
2610140000	54.04	119.125	102.133	237.479	232.402	196.778	130.342	194.162	197.068	207.470	173.698	186.590	166.906	165.026	161.179	175.855	149.574	124.973	102.100	62.141	172.538	211.991	213.607	196.607	200.590	285.863	238.103	192.744	282.607	249.256	297.838	134.145	106.667	102.382	99.209	139.382
2610180000	54.04	113.688	104.743	245.359	226.248	203.256	138.273	193.197	194.265	206.265	181.319	192.299	172.752	160.598	167.043	180.214	147.861	124.027	103.573	65.758	173.521	215.310	204.991	191.359	201.026	285.778	236.162	190.120	293.359	250.821	297.778	130.673	102.667	102.803	93.090	135.814
2640020000	54.37	127.009	108.540	242.256	235.496	200.222	129.735	197.188	193.641	205.940	180.095	196.786	178.043	169.273	161.299	183.214	145.157	128.442	115.818	67.212	177.573	219.371	207.162	190.145	198.273	283.188	229.915	190.462	284.427	251.880	290.009	154.436	109.412	103.855	100.642	156.902
2640060000	54.38	126.804	109.345	232.179	233.308	201.846	132.342	198.547	198.761	203.692	182.897	193.846	177.154	169.581	169.120	180.829	150.783	123.292	123.264	69.697	178.376	211.112	210.487	187.906	202.846	283.239	232.120	192.863	290.325	247.949	288.359	151.345	111.754	104.658	97.940	149.637
2640100000	54.38	125.080	112.726	240.111	235.530	201.684	139.179	191.239	192.744	204.462	173.681	190.453	170.966	170.453	165.752	183.727	149.096	134.319	115.745	72.657	178.906	216.655	213.368	190.667	197.504	281.880	231.444	191.282	288.299	247.162	289.889	154.918	109.526	111.474	107.537	149.578
2640140000	54.38	121.009	111.035	234.855	235.906	201.521	132.496	191.957	202.761	193.444	175.707	196.077	180.590	168.496	170.120	181.641	151.487	129.973	119.509	70.859	178.325	214.457	207.769	193.128	200.128	277.026	231.615	188.094	281.769	245.017	286.026	144.127	106.851	106.434	98.015	149.490
2640180000	54.38	124.429	113.673	238.231	229.675	194.556	136.709	188.855	198.966	201.333	178.190	193.957	172.598	174.684	168.761	181.650	150.183	128.938	124.418	68.576	182.897	221.147	205.521	191.479	198.778	277.222	230.906	191.966	287.094	247.154	290.829	150.818	108.377	107.697	95.358	151.176
2670020000	54.71	134.393	117.593	234.368	225.444	194.419	134.684	194.530	197.068	203.265	181.578	196.393	194.111	190.154	179.316	183.906	146.365	134.504	124.445	71.707	185.171	219.138	199.846	187.265	194.137	285.940	230.957	191.017	281.034	239.128	292.513	169.891	117.026	108.750	110.209	167.078
2670060000	54.71	131.955	120.469	233.453	226.487	188.684	135.880	193.838	197.923	198.299	168.457	193.667	187.103	180.197	170.590	181.573	146.696	135.956	123.664	71.121	186.111	215.405	202.291	182.829	192.983	281.838	222.547	189.000	291.436	241.573	287.094	162.245	112.825	106.000	110.522	164.029
2670100000	54.71	130.866	121.195	228.282	221.932	189.667	130.521	194.530	191.855	191.769	177.422	191.581	186.496	187.137	174.350	175.855	151.478	133.611	132.709	70.889	181.171	213.034	200.188	187.051	198.863	274.120	226.154	180.436	287.966	237.709	289.000	167.745	117.588	107.118	116.313	156.833
2670140000	54.71	135.411	121.752	230.393	230.915	196.641	136.316	195.684	199.017	199.205	174.190	196.966	192.094	186.410	178.761	181.359	146.139	130.920	123.455	71.859	195.154	201.931	197.974	185.803	201.359	284.094	227.761	178.256	284.462	237.308	288.735	165.036	119.553	107.053	110.493	171.020
2670180000	54.71	132.804	120.867	239.530	222.453	194.145	139.821	194.752	200.256	196.291	176.405	195.043	188.128	191.573	184.470	177.154	147.183	135.451	123.655	72.515	184.060	210.733	198.094	184.350	202.162	284.598	230.342	189.068	282.949	238.991	290.197	169.845	115.175	106.974	114.448	166.706
2700020000	55.05	135.652	132.575	229.974	229.197	190.667	144.171	190.128	182.547	201.385	180.138	192.863	201.000	190.974	190.778	186.085	150.374	136.965	125.973	82.323	200.436	214.595	201.872	186.145	203.427	275.838	228.889	176.128	294.111	235.829	287.889	175.118	121.912	106.987	112.955	172.392
2700060000	55.05	143.500	130.469	233.453	233.316	194.051	143.128	191.009	188.752	200.607	172.914	184.103	202.547	196.436	186.761	175.581	145.470	138.159	125.345	76.212	201.171	216.784	196.855	176.453	206.000	279.641	225.222	172.350	291.632	236.145	286.231	171.455	122.430	110.566	106.925	170.559
2700100000	55.05	133.170	130.832	237.812	232.470	189.581	145.085	194.291	182.316	206.504	169.121	198.470	199.889	193.316	185.684	179.957	146.496	131.451	123.073	82.071	195.581	211.776	196.256	184.598	206.991	287.325	219.094	176.957	289.427	236.111	283.504	168.036	122.263	110.934	115.627	173.373
2700140000	55.05	140.696	131.956	236.325	233.624	187.521	144.684	191.829	180.889	199.060	168.767	187.863	198.085	190.667	191.333	173.974	146.557	127.080	123.827	78.162	195.957	220.112	198.051	179.205	210.248	284.744	226.034	174.419	290.188	236.684	286.829	174.400	118.272	107.118	106.791	163.863
2700180000	55.05	141.821	129.956	220.479	231.171	192.983	140.598	188.735	177.222	207.590	175.397	190.350	201.342	192.735	193.436	175.829	147.174	132.894	127.636	78.970	198.026	220.259	199.154	183.513	209.299	278.821	226.051	173.487	279.009	237.368	290.547	173.100	123.632	110.039	106.328	163.343
2730020000	55.37	143.277	144.097	233.889	226.043	186.402	146.479	193.795	177.752	194.769	167.000	189.778	224.111	201.325	199.282	180.863	145.548	136.699	129.873	78.606	203.983	212.440	199.821	179.966	206.205	281.658	227.966	171.530	279.068	232.051	289.120	181.373	125.360	114.250	122.164	176.882
2730060000	55.37	143.929	142.150	232.436	232.273	190.641	144.145	187.521	179.077	194.325	175.509	192.487	222.085	199.880	195.462	174.222	142.017	139.513	131.045	90.768	201.735	217.267	202.692	177.957	202.239	283.410	226.744	167.932	275.675	240.145	293.060	179.973	121.904	112.461	124.836	174.471
2730100000	55.37	150.554	143.000	234.752	223.581	188.068	140.915	193.419	177.880	195.769	167.733	191.915	222.761	199.248	197.308	175.376	145.383	135.283	132.327	89.061	207.769	206.991	196.256	183.889	204.017	280.556	228.479	163.795	278.889	230.632	286.829	181.009	121.114	114.329	119.955	173.343
2730140000	55.37	145.375	133.726	234.402	228.923	188.393	151.291	189.094	179.838	201.658	166.819	193.590	215.427	200.427	198.923	178.598	143.722	131.894	129.418	82.929	207.427	209.026	201.179	179.436	207.658	276.641	225.265	171.667	282.265	231.359	288.239	184.509	123.465	113.579	116.328	180.765
2730180000	55.37	150.054	146.699	225.273	225.504	188.060	146.034	193.795	178.470	199.470	173.379	188.385	222.017	191.291	191.675	178.957	148.374	138.363	131.500	82.455	202.171	209.724	199.231	175.368	205.368	281.991	229.154	168.410	284.803	235.427	285.889	183.527	119.237	117.592	119.313	178.637
2760020000	55.70	152.089	143.469	229.402	221.051	186.128	159.137	186.641	180.915	193.376	181.681	192.932	224.145	210.966	203.504	179.000	143.635	128.292	129.464	92.889	216.462	208.586	196.513	184.923	207.624	277.838	223.402	153.538	276.513	239.410	282.701	184.282	120.649	115.026	114.567	175.255
2760060000	55.70	152.295	147.442	223.333	221.060	179.752	156.137	189.308	189.479	190.556	177.638	194.009	222.897	211.812	204.983	178.778	149.452	127.027	128.809	79.202	217.265	214.948	196.068	179.137	203.214	280.991	217.752	154.812	269.709	229.538	282.530	182.691	126.386	113.579	115.269	173.186
2760100000	55.70	153.161	144.655	221.496	222.214	184.991	147.000	188.120	178.855	194.154	180.000	184.103	230.444	211.701	208.026	174.889	143.235	126.434	128.873	85.192	214.282	214.638	193.727	176.103	201.513	287.701	217.829	156.940	278.598	238.846	279.880	180.927	129.763	120.618	108.418	169.843
