DBG_2025.05.07_PM_F0_kin.TXTFluorCam7 Kinetics Export File
-----------------------------------
[us]	[?C]	B3	B2	B1	A3	A2	A1	C3	C2	C1	D3	D2	D1	C4	C5	C6	D4	D5	D6	B4	B5	B6	A4	A5	A6	E1	G4	H2	H3	G5	F5	E5	E6	F6	G6	F1	G1	G2	F2	E2	E3	F3	G3	H1	E4	F4	H4	H5	H6
2910060000	57.65	235.402	207.130	167.573	264.673	308.121	212.932	217.795	218.147	167.939	224.345	197.635	240.777	171.964	183.107	137.728	180.079	213.667	195.125	160.202	178.875	147.752	244.165	136.297	119.250	102.947	96.340	129.458	108.596	112.632	205.846	230.741	200.541	120.562	167.239	70.923	136.060	167.974	212.539	187.595	117.509	81.409	55.591	155.509	280.200	202.684	162.252	129.176	122.742
2910100000	57.65	230.795	205.904	169.641	261.609	316.905	212.009	216.239	219.586	165.635	215.655	184.837	234.312	172.598	181.705	140.816	177.421	221.974	200.402	164.447	183.135	152.431	243.087	139.369	123.580	101.553	91.566	132.250	113.250	114.295	203.308	218.929	203.826	122.830	174.027	74.971	130.905	169.291	209.471	184.486	109.528	79.108	56.965	155.902	274.852	204.393	166.103	127.417	124.773
2910140000	57.65	239.564	213.678	160.094	255.018	309.121	208.017	223.265	219.095	168.139	218.707	183.981	243.179	174.330	181.598	150.061	173.491	216.553	197.705	166.974	183.529	147.688	249.148	140.829	121.143	99.691	94.528	125.198	109.529	115.811	208.590	226.009	197.046	124.964	166.982	69.221	133.164	165.923	211.000	187.910	113.491	82.602	57.243	156.196	279.635	197.957	163.383	127.657	121.928
2910180000	57.65	234.094	215.226	161.991	259.636	311.216	212.342	218.872	211.733	169.661	221.793	195.567	236.768	172.643	186.161	146.772	172.491	211.061	197.161	157.570	184.519	150.028	239.904	143.360	121.732	101.670	93.896	127.396	109.827	118.316	205.709	229.625	204.761	119.866	164.876	74.404	138.207	168.256	216.745	187.279	110.639	79.452	56.165	157.062	276.687	201.316	157.449	127.361	126.216
2940020000	57.99	255.863	221.609	187.419	266.182	312.440	223.581	216.932	211.560	167.617	219.724	170.337	237.259	180.580	179.232	137.588	175.096	213.675	197.571	160.360	181.712	149.376	256.452	143.009	125.188	107.011	94.500	137.562	114.692	115.347	205.077	221.250	201.064	120.402	156.230	73.337	111.819	165.103	239.873	186.423	120.991	75.925	54.226	148.955	282.591	205.419	171.159	126.407	116.443
2940060000	57.99	256.624	224.835	180.641	250.700	306.086	222.684	215.658	212.810	170.148	220.164	181.423	239.000	176.295	181.795	135.675	173.947	222.070	201.036	161.693	182.538	147.330	254.426	142.252	127.304	109.670	90.849	139.406	109.250	117.000	204.017	227.009	201.596	115.670	158.301	75.413	112.672	169.590	230.814	185.153	119.352	80.763	54.078	149.312	281.235	203.974	161.944	131.796	121.959
2940100000	57.99	261.769	225.896	177.342	265.100	316.328	223.256	217.043	215.569	164.852	225.793	168.067	231.143	177.804	184.277	144.289	170.895	222.140	203.161	165.912	178.375	153.174	255.617	142.009	125.518	104.191	91.104	138.500	113.125	117.537	203.316	227.295	203.073	127.027	157.956	69.779	112.647	166.427	233.029	180.486	114.185	76.194	53.626	150.223	278.009	197.675	163.280	123.231	121.412
2940140000	57.99	256.744	221.183	183.376	259.491	317.681	219.026	218.479	217.026	165.322	224.405	176.760	234.330	180.768	176.348	131.789	172.482	220.904	195.795	163.500	183.010	147.339	253.783	139.847	121.973	106.170	97.292	138.625	109.356	113.547	210.188	225.393	206.550	119.795	155.212	71.567	107.716	165.983	235.735	181.703	116.722	80.925	54.548	149.455	276.191	201.111	167.364	123.046	125.990
2940180000	57.99	259.111	223.226	181.684	265.209	313.647	219.188	214.547	217.043	166.835	221.431	165.942	241.661	181.268	178.848	143.816	178.123	220.061	201.321	162.991	183.260	150.284	260.130	141.342	122.616	103.436	94.264	138.896	111.625	119.558	210.496	225.268	200.138	122.384	156.708	71.490	109.250	169.316	233.608	185.189	113.250	81.602	53.383	151.438	279.730	198.521	165.458	126.269	124.474
2970020000	58.32	284.077	268.704	187.744	270.255	321.595	223.179	219.846	214.103	170.896	227.871	168.625	225.884	180.527	178.420	141.772	174.289	217.018	200.143	161.693	183.173	140.624	257.670	142.874	137.393	113.777	91.972	135.542	111.279	119.642	200.231	227.214	211.835	114.536	154.018	77.067	80.724	157.658	235.049	185.883	123.852	79.376	54.322	146.848	291.400	204.846	168.290	123.213	120.856
2970060000	58.32	294.402	271.035	184.983	265.909	315.405	228.103	214.855	211.259	163.861	222.345	179.846	226.321	179.723	180.107	142.974	174.754	225.965	201.571	155.325	178.192	144.872	252.687	148.631	128.384	114.840	94.755	144.062	112.538	126.632	197.368	226.679	205.229	118.143	151.558	67.337	79.905	162.000	246.157	185.784	125.148	84.011	53.617	142.598	283.017	194.256	158.234	127.426	118.330
2970100000	58.32	282.137	274.670	189.325	269.373	311.664	225.624	212.273	215.853	162.530	220.284	171.125	224.652	177.134	177.786	138.553	172.105	223.088	194.634	146.026	185.135	139.963	251.991	136.802	127.804	111.830	89.340	140.792	108.125	126.884	202.231	236.750	200.560	115.902	155.637	70.183	85.302	154.248	239.392	183.396	126.713	79.989	55.922	149.920	285.078	199.889	157.364	133.593	119.546
2970140000	58.32	286.675	269.565	176.291	272.927	314.259	222.863	214.231	209.690	162.609	227.578	170.654	226.902	180.196	180.321	146.368	172.333	221.561	197.277	157.412	183.067	146.028	254.139	140.622	130.705	106.223	96.934	132.698	116.115	119.368	201.111	229.402	208.587	116.375	150.982	70.952	88.957	158.453	240.196	186.396	120.750	77.849	50.330	144.545	288.243	198.675	166.327	123.296	124.557
2970180000	58.32	287.137	274.574	180.863	273.782	323.500	223.838	217.581	219.595	167.957	229.457	172.750	224.223	182.634	176.321	142.184	171.360	219.921	195.812	163.228	183.038	147.716	256.374	139.126	134.286	112.777	92.877	141.667	115.981	117.695	198.624	227.312	205.862	118.848	155.115	75.750	83.612	154.632	238.382	182.739	128.824	81.301	56.713	150.304	284.661	198.547	169.785	132.037	119.186
3000020000	58.63	308.350	303.113	196.573	271.336	328.664	246.957	213.538	213.379	156.609	225.078	174.317	227.902	188.161	179.295	143.219	173.430	224.500	202.661	168.254	199.346	139.615	264.148	140.144	134.339	114.074	88.726	141.448	120.279	119.853	196.368	229.955	208.798	112.902	157.327	71.663	71.802	145.838	243.735	181.072	131.556	88.946	55.243	145.214	284.896	202.889	159.645	140.694	126.526
3000060000	58.63	315.607	297.843	187.983	265.564	321.138	236.077	213.333	206.784	164.278	219.802	167.808	220.634	183.554	172.973	135.561	171.035	215.816	203.679	166.772	195.856	136.541	257.696	141.099	131.366	111.702	93.311	138.531	115.442	123.463	201.974	228.821	204.477	111.991	151.549	70.817	72.914	146.632	247.392	180.892	123.111	83.849	54.574	145.661	281.748	201.154	161.533	133.380	116.052
3000100000	58.63	307.094	298.209	193.991	260.673	319.121	238.137	207.598	205.138	163.565	226.112	169.260	220.455	179.973	185.196	143.053	173.035	214.377	197.884	166.807	199.587	138.780	260.026	142.946	127.723	112.223	94.358	133.708	115.385	120.147	196.598	227.964	207.917	115.098	149.770	71.260	70.871	146.966	247.588	180.775	126.046	85.054	47.696	142.045	287.617	199.667	160.477	133.148	115.639
3000140000	58.63	308.265	304.122	195.812	266.882	322.060	236.462	211.504	211.836	157.374	221.750	175.529	217.232	188.170	174.455	139.061	169.544	219.579	197.232	169.237	197.115	137.826	258.296	144.730	134.804	114.702	92.953	144.917	118.702	119.737	199.727	231.705	202.780	110.366	151.186	66.904	70.086	148.974	252.676	181.505	129.694	92.505	50.835	149.473	285.478	196.137	159.252	128.657	117.134
3000180000	58.63	308.077	296.157	195.769	270.473	324.078	242.000	210.376	212.457	167.348	223.793	172.606	225.455	186.518	177.938	136.132	173.035	220.623	194.839	165.289	196.500	143.073	268.313	139.604	132.143	111.574	99.123	136.656	115.346	125.442	200.786	231.688	208.670	109.964	155.947	69.115	70.466	143.530	245.275	180.919	124.380	87.624	48.374	143.071	277.730	200.803	161.972	135.287	124.309
3030020000	58.98	345.205	328.696	219.094	269.209	317.517	238.436	215.846	210.362	186.896	230.034	168.981	218.714	149.125	184.741	139.509	164.158	216.763	198.420	167.035	183.423	137.899	266.478	148.414	139.438	119.064	93.245	143.146	126.760	122.232	200.752	230.170	205.339	109.527	150.619	71.077	69.000	137.068	253.824	190.153	142.315	86.344	57.948	146.411	282.383	201.530	160.430	138.741	118.701
3030060000	58.98	342.556	332.817	207.564	270.836	322.103	241.513	214.291	205.793	191.826	224.172	172.971	218.366	143.857	181.857	139.412	166.570	210.412	201.545	166.509	184.538	141.807	269.791	149.018	130.562	112.979	94.858	139.115	123.740	119.021	194.624	228.330	209.780	105.946	159.230	70.019	64.060	136.795	250.000	191.063	137.454	84.613	54.017	142.027	287.417	194.231	159.093	139.102	113.990
3030100000	58.98	335.701	339.104	209.564	275.527	320.069	246.581	217.060	208.060	188.539	221.491	170.846	213.179	148.893	183.071	135.298	170.702	217.719	198.339	166.193	188.173	135.716	262.209	151.991	133.527	112.851	89.679	143.510	124.567	122.095	201.359	226.955	208.367	112.750	150.336	71.048	69.595	141.983	255.794	182.676	137.519	96.570	51.635	144.839	284.313	203.889	163.243	142.639	117.876
3030140000	58.98	339.692	333.713	213.273	275.300	320.784	233.060	211.282	207.793	193.174	229.784	168.750	223.795	150.473	184.893	134.281	168.579	217.825	195.625	173.158	192.067	131.780	268.896	154.919	131.705	114.766	95.547	142.240	127.846	128.874	199.017	228.116	208.000	106.393	152.619	72.183	72.621	132.402	253.000	189.099	139.065	94.849	50.522	143.786	289.252	195.282	161.056	140.269	122.134
3030180000	58.98	341.111	330.157	209.778	276.227	318.802	228.778	212.675	213.500	193.896	222.828	171.183	220.357	148.455	181.116	138.693	160.711	211.412	194.080	169.939	188.933	137.000	259.757	154.414	132.643	112.287	96.387	140.542	126.413	122.232	194.915	228.223	204.688	109.357	153.699	62.433	69.379	133.889	257.049	191.982	133.343	86.527	54.261	148.018	285.139	200.863	158.477	142.630	114.979
3060020000	59.33	340.915	354.539	228.299	270.518	310.362	236.504	210.641	212.181	188.991	224.767	171.875	211.411	145.223	181.679	148.246	163.526	208.184	200.991	162.456	187.625	135.055	268.435	147.784	138.518	117.074	153.783	138.375	136.673	125.905	195.735	231.946	205.826	108.830	151.637	75.298	66.853	127.359	261.127	194.117	146.954	90.204	50.383	146.732	287.896	199.231	163.692	137.769	115.784
3060060000	59.33	350.966	354.704	218.803	280.373	307.974	232.957	207.709	212.914	181.087	229.828	166.173	209.009	141.527	185.366	141.570	163.632	214.035	193.580	164.386	177.654	133.395	274.304	144.090	130.384	117.032	142.491	137.104	133.683	122.400	193.991	224.688	205.165	104.723	147.903	64.788	69.509	128.385	255.176	191.468	147.565	88.828	56.148	147.402	280.522	196.487	161.963	139.194	113.186
3060100000	59.33	346.487	354.452	223.368	274.927	302.638	230.026	211.530	210.293	186.217	226.862	160.644	207.991	150.491	188.152	147.474	157.149	206.509	200.295	165.632	186.635	129.422	267.757	150.288	137.455	121.755	149.038	136.646	133.173	132.611	194.624	229.545	201.193	106.759	159.310	70.442	63.759	125.786	261.294	198.604	145.630	83.473	57.809	147.277	281.243	193.530	160.140	140.528	114.959
3060140000	59.33	342.137	364.435	224.650	277.755	303.500	231.188	211.932	206.388	198.913	228.414	168.019	216.848	146.071	179.464	145.939	162.816	205.342	195.562	171.307	185.981	134.468	275.157	142.793	140.643	113.351	151.821	143.156	133.279	124.242	194.410	223.518	203.349	108.250	156.009	71.827	68.509	125.128	261.490	196.234	141.194	97.183	53.252	145.554	283.296	195.444	163.570	132.944	119.330
3060180000	59.33	343.709	355.452	227.179	274.582	306.198	228.111	208.154	210.784	182.391	229.138	167.346	214.152	148.393	185.054	148.000	158.246	214.228	202.536	166.404	181.692	129.569	278.096	148.892	139.018	117.032	149.991	136.385	134.788	121.768	194.983	232.527	204.578	107.982	151.363	68.606	68.405	131.162	257.314	187.342	147.213	85.054	54.296	143.625	287.122	200.966	158.206	139.185	117.876
3090020000	59.67	346.256	371.191	243.470	283.891	310.129	223.863	215.162	209.836	187.357	237.509	178.279	215.446	153.964	190.866	147.667	162.868	205.404	198.652	166.693	178.971	128.807	273.061	154.423	144.643	113.202	159.142	142.542	153.971	142.674	185.590	235.054	207.881	109.964	149.832	65.365	59.207	116.299	263.667	197.811	147.852	88.957	49.217	153.616	298.409	208.009	140.832	139.463	113.629
3090060000	59.67	346.359	372.539	242.316	274.682	309.595	228.880	210.786	214.974	188.722	236.009	172.692	202.884	145.464	186.000	146.009	165.167	201.553	192.286	163.535	187.019	123.697	276.443	164.216	142.125	118.383	160.651	144.865	153.452	146.432	191.145	221.536	195.972	109.518	152.920	75.135	62.009	119.410	269.176	192.586	142.648	85.301	49.922	146.804	292.330	210.479	146.701	144.954	115.454
3090100000	59.67	348.624	363.174	247.333	281.545	312.940	230.273	211.940	218.302	184.217	243.957	173.385	210.009	147.161	193.036	150.860	164.018	208.123	198.429	164.254	185.865	135.587	277.104	156.225	139.125	109.149	158.217	131.938	153.673	137.053	191.017	229.304	208.009	114.438	152.832	67.567	61.733	120.171	266.392	195.405	140.944	87.882	51.391	143.000	299.313	203.145	143.654	138.787	117.031
3090140000	59.67	346.761	379.539	240.667	278.373	310.716	226.880	215.778	212.103	183.383	237.638	173.260	213.134	151.330	190.366	140.553	167.114	204.088	192.107	175.368	183.865	130.000	274.539	153.486	142.554	118.468	154.547	141.406	150.452	145.084	188.197	225.205	201.835	106.348	149.513	68.933	64.560	119.308	268.667	196.450	147.296	88.624	51.322	150.545	292.400	204.009	143.168	139.250	118.392
3090180000	59.67	345.556	367.061	235.017	276.100	304.284	225.009	212.795	213.078	182.470	235.086	174.029	213.670	149.446	188.866	148.246	167.614	206.816	196.143	171.833	186.135	129.550	272.165	161.982	143.839	118.287	156.292	137.865	159.548	145.411	195.419	229.741	205.688	115.795	154.460	69.885	65.991	119.274	272.951	193.523	148.000	92.452	49.791	148.562	288.652	203.085	146.626	141.389	112.918
3120020000	60.01	350.000	374.522	254.667	265.091	296.103	220.872	211.786	216.741	180.591	248.845	175.452	207.062	158.857	194.000	151.351	169.009	204.719	194.562	166.640	177.423	119.532	272.443	167.090	144.545	117.234	141.811	142.698	185.212	144.021	203.974	231.679	201.899	112.795	155.177	69.587	66.716	111.239	271.069	197.063	155.426	70.742	49.609	152.866	291.643	216.060	145.523	148.509	116.835
3120060000	60.01	352.145	382.000	255.231	269.264	297.862	228.855	213.855	220.284	183.113	246.095	175.558	211.929	154.973	187.955	155.561	173.632	204.070	191.241	165.921	177.577	119.578	274.626	170.441	141.884	121.479	143.434	142.771	186.817	141.558	199.974	229.857	198.257	112.616	160.681	75.221	61.078	109.530	270.902	200.730	149.972	73.301	48.652	146.643	294.530	211.718	144.701	147.213	115.794
3120100000	60.01	350.846	369.643	247.624	269.436	292.043	223.265	210.863	216.586	187.983	240.233	177.500	207.134	154.518	192.098	156.307	163.254	194.947	197.250	173.105	175.010	116.239	274.626	166.856	143.723	117.511	146.349	139.844	188.846	144.200	196.256	229.732	202.486	109.089	154.770	75.356	64.397	109.137	277.863	200.063	149.231	68.290	49.626	151.036	298.861	213.513	141.935	141.676	118.639
3120140000	60.01	353.632	369.235	244.778	283.018	306.612	221.906	213.957	210.302	179.165	244.647	174.990	207.500	153.688	191.786	148.974	167.868	201.175	198.268	163.281	179.192	122.716	266.861	166.270	148.330	114.053	138.906	136.635	186.115	146.926	202.581	233.089	202.413	110.652	149.354	72.933	66.828	104.744	271.902	192.495	155.315	73.247	48.461	146.518	293.965	211.051	150.019	138.241	110.732
3120180000	60.01	349.786	373.374	244.188	275.136	295.638	225.171	215.385	208.190	185.261	249.672	172.615	203.821	152.875	195.804	145.658	167.509	198.518	195.696	168.500	179.827	121.807	274.504	169.937	143.571	115.723	144.085	139.510	182.423	138.789	195.974	227.518	205.972	113.670	156.239	75.356	63.672	111.256	274.000	194.649	148.509	74.624	49.226	151.562	303.548	209.222	146.804	137.889	118.773
3150020000	60.35	350.727	375.748	262.231	280.427	286.095	224.795	225.265	218.621	179.991	260.190	184.913	207.375	163.973	201.116	155.167	176.105	202.851	200.312	181.096	180.010	120.890	266.652	178.577	158.750	124.915	144.783	147.062	255.990	160.589	210.068	227.929	206.954	115.098	154.894	74.904	57.621	106.598	295.118	200.090	157.787	75.129	49.939	155.670	308.896	226.094	153.224	142.667	113.485
3150060000	60.35	349.385	381.626	265.513	272.045	287.862	221.487	223.120	220.190	181.296	255.586	187.702	208.714	163.027	192.723	153.105	177.184	198.175	194.661	179.342	175.596	120.303	272.583	174.514	159.089	117.766	149.255	147.240	259.413	152.221	211.991	233.250	202.339	116.375	151.920	71.673	58.328	100.333	289.039	197.640	156.000	74.484	49.626	156.411	303.513	227.017	154.860	144.694	107.742
3150100000	60.35	350.667	371.165	259.188	283.173	282.181	227.000	220.103	219.431	185.983	259.716	191.529	204.339	165.027	194.812	154.886	177.991	201.386	195.330	181.114	187.567	120.661	270.748	177.126	162.714	117.394	142.585	144.615	261.269	152.326	211.487	235.080	204.459	118.536	159.027	77.269	55.638	102.410	285.559	202.919	155.056	77.581	52.139	155.500	301.800	228.222	159.935	142.250	110.216
3150140000	60.35	347.812	376.852	266.239	275.473	279.759	217.214	222.974	218.819	186.226	255.129	184.096	206.366	163.321	196.143	157.535	176.228	200.123	192.929	179.825	178.404	115.725	276.052	177.027	157.679	120.766	148.274	146.323	256.788	154.474	210.530	232.429	203.853	116.500	152.832	76.413	63.569	101.496	283.235	194.802	155.528	78.925	52.322	160.196	298.035	225.812	156.449	143.852	115.825
3150180000	60.35	350.034	369.826	257.812	270.200	283.009	221.470	225.667	213.509	187.261	260.914	185.606	202.920	160.054	191.054	154.254	178.447	198.719	191.277	179.842	176.827	118.413	272.652	177.009	159.875	124.362	141.915	139.354	259.231	151.863	216.530	232.214	204.624	118.812	151.230	73.269	57.302	100.504	284.137	196.333	146.639	70.312	49.026	159.688	299.087	228.120	150.579	139.093	118.567
3180020000	60.69	340.821	377.922	268.496	271.573	277.741	216.556	239.675	222.259	184.078	268.690	187.029	205.438	174.545	203.741	168.158	192.088	193.123	202.643	187.404	179.942	124.092	278.226	180.847	162.482	120.872	147.821	154.062	291.952	165.558	249.701	232.920	206.486	120.098	156.372	79.250	61.043	91.812	287.765	188.171	161.667	73.720	47.757	176.027	285.826	255.009	158.280	143.074	113.165
3180060000	60.69	338.026	372.643	259.462	275.591	272.655	218.342	229.342	222.802	184.243	264.259	190.250	206.098	178.259	198.732	172.114	189.904	194.825	195.830	191.623	175.615	115.431	267.600	178.757	161.339	122.574	154.877	149.625	286.865	167.358	244.222	237.598	197.450	117.062	163.956	77.490	56.302	95.564	297.363	190.937	156.657	77.968	48.530	173.598	287.148	255.615	150.720	144.426	115.526
3180100000	60.69	349.154	381.739	260.051	270.800	279.181	211.752	230.145	224.250	177.904	268.457	183.337	198.188	172.750	199.116	167.342	192.412	195.851	200.384	192.009	178.423	126.266	268.200	183.604	160.938	122.989	145.189	145.542	292.894	166.105	242.273	230.616	198.330	116.312	162.566	73.462	53.672	91.829	288.569	189.171	157.861	72.548	49.348	171.250	283.522	247.385	152.813	145.907	110.897
3180140000	60.69	348.205	372.174	267.966	271.764	279.328	217.590	234.197	224.371	173.496	262.578	193.019	201.955	175.804	202.875	169.307	188.079	196.404	198.438	191.351	176.106	119.266	267.800	178.775	156.839	124.947	147.887	145.188	299.673	167.726	239.581	233.857	199.550	121.973	160.602	76.452	57.198	94.761	293.108	195.351	155.065	74.409	48.391	171.312	287.470	253.744	154.766	148.806	115.608
3180180000	60.69	337.940	373.339	260.727	263.945	275.802	213.855	231.513	223.543	176.443	260.362	200.519	204.821	167.089	198.652	168.982	187.228	200.561	198.054	184.956	171.721	115.606	270.278	179.495	164.223	124.085	145.292	148.573	298.048	166.768	240.821	234.446	205.183	119.911	158.735	73.510	52.397	91.709	297.441	193.171	156.417	77.194	48.948	177.000	286.896	243.863	147.748	147.481	115.948
3210020000	61.03	343.897	353.209	241.880	274.827	273.405	211.308	245.615	234.879	185.704	297.681	195.625	208.902	179.759	207.946	187.167	218.184	194.623	208.107	206.640	173.856	114.349	276.965	186.090	158.964	122.351	148.368	152.938	314.567	181.937	260.513	233.125	193.514	129.679	164.619	77.087	54.310	86.786	294.392	191.225	171.741	76.194	45.722	188.312	290.757	273.239	158.579	145.741	118.010
3210060000	61.03	343.735	356.017	242.692	265.536	270.034	214.214	242.479	235.250	191.200	289.181	199.625	206.250	175.125	205.786	186.386	206.228	193.553	205.277	208.281	177.144	117.826	268.887	182.099	158.214	128.649	148.509	147.844	315.423	177.768	258.803	231.402	200.028	128.339	161.221	83.942	58.784	88.556	290.706	187.766	173.861	74.731	50.348	195.188	283.000	274.564	156.822	146.213	114.175
3210100000	61.03	342.838	355.409	242.778	268.591	270.595	208.684	249.282	229.828	194.296	297.328	193.904	204.857	178.098	206.143	187.632	210.316	193.421	203.946	208.018	172.538	119.752	274.696	180.099	162.830	123.723	148.019	151.958	312.029	176.263	250.812	226.438	196.642	130.750	162.239	79.865	55.741	91.966	290.755	184.793	162.731	76.978	48.504	194.670	289.730	272.393	154.206	147.083	117.041
3210140000	61.03	337.744	360.313	242.675	266.955	270.388	213.239	245.444	231.250	187.896	296.164	198.375	205.875	173.170	208.438	179.667	209.702	194.465	204.241	209.386	181.231	119.505	273.878	186.180	166.750	119.043	148.387	149.844	312.029	184.137	258.897	232.964	195.459	127.848	159.628	82.375	53.250	85.769	285.559	187.676	162.796	78.677	46.383	188.134	286.330	275.120	158.832	147.148	115.629
3210180000	61.03	340.256	362.817	238.350	272.836	276.112	210.308	242.068	233.233	188.600	293.500	201.740	202.304	175.893	204.830	177.693	211.149	189.518	209.232	203.351	172.500	115.183	273.261	188.829	166.438	120.617	143.434	144.854	314.077	177.716	254.872	229.045	192.587	127.893	161.407	83.029	53.224	84.222	289.539	186.694	166.176	78.667	49.861	189.723	285.722	268.632	158.121	153.435	117.381
3240020000	61.36	365.051	320.191	244.923	270.464	265.216	211.350	273.385	233.931	134.339	305.922	203.606	212.393	184.634	222.232	198.175	247.544	186.061	215.482	218.886	177.154	112.982	274.739	190.243	161.134	123.638	151.802	150.531	316.212	191.379	227.701	232.982	193.018	170.991	153.115	82.404	50.397	87.009	293.627	177.613	175.639	73.591	52.791	218.375	284.539	294.863	168.467	160.333	119.598
3240060000	61.36	367.889	321.278	234.803	268.573	262.336	213.009	267.966	234.103	135.348	309.397	203.750	209.652	184.786	218.688	209.816	243.737	176.930	218.098	217.456	182.683	112.807	274.678	184.739	157.607	128.032	146.877	143.927	310.452	197.158	223.402	235.661	193.505	168.170	159.717	85.221	51.371	84.504	292.500	187.144	171.731	75.247	50.826	216.875	283.391	286.795	162.103	151.981	123.856
3240100000	61.36	371.077	312.357	249.949	266.736	266.741	210.769	271.479	236.914	134.826	307.552	207.904	208.812	185.348	220.580	204.675	248.640	181.070	214.518	217.009	181.038	112.321	269.148	185.405	155.884	125.340	148.811	146.875	317.625	204.400	226.436	230.161	189.661	167.366	160.283	86.500	51.922	85.265	298.363	186.153	174.954	76.161	47.313	212.920	280.504	293.085	164.813	155.417	119.402
3240140000	61.36	360.949	318.417	239.880	268.009	268.009	204.436	270.556	231.483	130.417	303.853	205.731	212.536	189.062	218.991	205.307	242.474	177.982	214.589	217.219	170.798	114.486	269.096	182.919	160.393	121.191	144.500	146.583	313.692	199.989	225.513	234.795	197.174	167.188	151.982	86.625	54.034	87.735	298.755	183.631	169.806	75.376	50.009	217.295	284.809	285.889	165.150	156.778	121.680
3240180000	61.37	361.940	311.383	252.658	264.864	267.905	213.436	270.145	232.552	132.730	305.690	205.808	211.902	186.080	209.732	204.623	249.947	180.798	210.750	214.596	173.577	116.422	267.852	188.901	161.321	120.777	147.594	147.896	318.221	197.305	222.128	233.812	190.376	170.848	153.204	85.846	53.405	85.342	292.647	185.207	172.602	71.473	47.913	216.339	283.304	286.128	165.738	152.204	119.598
3270020000	61.69	351.453	297.626	253.821	257.191	258.802	203.214	282.145	233.940	129.617	318.586	211.577	221.643	181.304	213.732	244.711	261.342	187.807	173.107	268.456	174.106	113.202	267.930	195.441	159.321	126.543	159.028	161.573	319.904	212.800	235.427	226.714	189.477	186.723	153.142	89.740	53.888	78.017	302.980	180.180	177.009	82.280	48.417	238.812	277.574	307.880	176.159	166.185	130.021
3270060000	61.69	348.470	305.678	256.923	260.982	258.155	202.906	279.009	238.784	125.122	315.810	206.548	222.009	182.321	209.348	235.719	263.684	183.772	174.518	270.675	174.596	108.275	265.991	185.018	155.741	124.904	165.764	154.604	318.577	214.758	230.624	230.054	187.716	181.420	149.407	86.394	52.983	85.479	304.627	175.901	180.148	79.075	46.539	236.518	281.304	297.462	174.318	165.083	125.175
3270100000	61.69	348.231	302.548	252.000	263.100	257.897	204.530	281.718	232.664	129.730	320.181	210.058	227.491	182.223	204.116	240.693	260.623	186.026	174.339	255.386	178.817	107.312	268.643	186.838	160.723	123.394	163.745	156.781	315.981	210.684	228.786	228.464	189.734	182.777	149.903	93.404	48.707	78.034	295.402	178.270	176.222	82.570	51.643	240.170	284.939	296.641	175.523	167.148	126.742
3270140000	61.69	349.188	301.670	251.821	259.764	262.302	205.145	273.342	235.026	124.478	314.147	206.385	221.045	176.241	209.250	237.272	257.667	179.877	171.598	261.877	166.538	108.899	269.017	185.568	157.929	119.468	162.302	158.958	322.490	219.958	233.573	224.661	186.697	181.348	153.823	83.885	48.431	82.692	300.794	173.234	173.630	76.151	51.939	240.955	283.835	295.085	177.206	166.361	126.742
3270180000	61.70	348.299	296.026	257.094	264.973	254.629	200.487	280.273	232.647	126.043	324.629	204.192	225.795	178.866	211.938	243.447	263.816	179.482	172.080	255.500	180.442	106.642	266.278	188.036	159.830	126.000	170.189	156.719	315.692	217.800	225.718	229.205	183.523	183.518	151.133	84.183	50.897	78.214	305.461	178.351	172.880	79.140	46.557	236.500	282.070	296.889	182.364	164.361	124.196
3300020000	62.01	338.359	295.104	251.462	296.664	249.448	200.350	246.547	226.698	129.870	326.138	206.346	234.375	182.562	205.527	284.325	287.868	198.518	183.071	247.474	175.288	113.697	295.600	188.973	157.973	86.213	181.387	164.094	320.096	236.084	249.915	224.884	184.936	191.545	152.327	87.712	47.000	70.265	298.931	172.919	183.231	84.290	48.843	260.714	281.270	316.974	196.131	187.222	155.196
3300060000	62.02	337.718	289.765	244.077	292.109	250.784	199.094	243.197	223.966	129.843	329.138	207.750	232.116	180.179	202.036	284.579	283.991	194.781	181.116	238.754	166.413	112.716	292.313	191.766	150.304	90.957	183.868	169.198	321.510	228.400	243.325	224.357	186.395	199.536	151.779	81.750	49.198	70.726	296.922	170.892	185.583	86.151	49.009	253.679	282.974	316.632	195.523	183.944	146.959
3300100000	62.02	334.120	286.835	240.966	298.600	249.750	197.333	241.026	220.828	129.565	329.629	203.452	227.455	177.205	199.938	279.632	283.114	205.728	185.223	237.842	175.673	105.881	296.165	190.063	153.089	87.415	183.613	161.021	311.904	229.968	236.615	215.821	182.028	198.286	152.717	86.548	53.362	67.316	296.824	169.144	180.407	77.290	49.261	256.473	277.296	319.325	189.664	178.417	156.134
3300140000	62.02	341.145	285.948	242.906	295.764	244.905	192.744	242.966	222.112	126.087	325.017	208.087	229.223	179.018	205.170	283.105	284.070	199.904	184.500	237.333	173.654	110.532	292.287	193.234	150.393	86.755	176.406	160.396	322.019	226.105	244.051	214.312	180.138	191.848	153.673	86.087	49.655	67.923	302.265	167.901	182.157	80.108	48.435	258.518	275.522	322.735	191.486	184.639	148.474
